/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/scvi/_settings.py:63: UserWarning: Since v1.0.0, scvi-tools no longer uses a random seed by default. Run `scvi.settings.seed = 0` to reproduce results from previous versions.
  self.seed = seed
/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/scvi/_settings.py:70: UserWarning: Setting `dl_pin_memory_gpu_training` is deprecated in v1.0 and will be removed in v1.1. Please pass in `pin_memory` to the data loaders instead.
  self.dl_pin_memory_gpu_training = (
Global seed set to 0
Process 31921 handling partition 1 of 1, index range=0:1559973, soma_joinid range=11773743:53683467, 1559973
GPU available: True (cuda), used: True
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
HPU available: False, using: 0 HPUs
[rank: 0] Global seed set to 0
Initializing distributed: GLOBAL_RANK: 0, MEMBER: 1/4
/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/scvi/_settings.py:63: UserWarning: Since v1.0.0, scvi-tools no longer uses a random seed by default. Run `scvi.settings.seed = 0` to reproduce results from previous versions.
  self.seed = seed
/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/scvi/_settings.py:70: UserWarning: Setting `dl_pin_memory_gpu_training` is deprecated in v1.0 and will be removed in v1.1. Please pass in `pin_memory` to the data loaders instead.
  self.dl_pin_memory_gpu_training = (
/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/scvi/_settings.py:63: UserWarning: Since v1.0.0, scvi-tools no longer uses a random seed by default. Run `scvi.settings.seed = 0` to reproduce results from previous versions.
  self.seed = seed
/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/scvi/_settings.py:70: UserWarning: Setting `dl_pin_memory_gpu_training` is deprecated in v1.0 and will be removed in v1.1. Please pass in `pin_memory` to the data loaders instead.
  self.dl_pin_memory_gpu_training = (
/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/scvi/_settings.py:63: UserWarning: Since v1.0.0, scvi-tools no longer uses a random seed by default. Run `scvi.settings.seed = 0` to reproduce results from previous versions.
  self.seed = seed
/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/scvi/_settings.py:70: UserWarning: Setting `dl_pin_memory_gpu_training` is deprecated in v1.0 and will be removed in v1.1. Please pass in `pin_memory` to the data loaders instead.
  self.dl_pin_memory_gpu_training = (
[rank: 2] Global seed set to 0
[rank: 1] Global seed set to 0
[rank: 3] Global seed set to 0
Process 32911 handling partition 1 of 1, index range=0:1559973, soma_joinid range=11773743:53683467, 1559973
Process 32910 handling partition 1 of 1, index range=0:1559973, soma_joinid range=11773743:53683467, 1559973
Process 32959 handling partition 1 of 1, index range=0:1559973, soma_joinid range=11773743:53683467, 1559973
[rank: 2] Global seed set to 0
Initializing distributed: GLOBAL_RANK: 2, MEMBER: 3/4
[rank: 1] Global seed set to 0
Initializing distributed: GLOBAL_RANK: 1, MEMBER: 2/4
[rank: 3] Global seed set to 0
Initializing distributed: GLOBAL_RANK: 3, MEMBER: 4/4
----------------------------------------------------------------------------------------------------
distributed_backend=nccl
All distributed processes registered. Starting with 4 processes
----------------------------------------------------------------------------------------------------

You are using a CUDA device ('NVIDIA A10G') that has Tensor Cores. To properly utilize them, you should set `torch.set_float32_matmul_precision('medium' | 'high')` which will trade-off precision for performance. For more details, read https://pytorch.org/docs/stable/generated/torch.set_float32_matmul_precision.html#torch.set_float32_matmul_precision
LOCAL_RANK: 1 - CUDA_VISIBLE_DEVICES: [0,1,2,3]
LOCAL_RANK: 2 - CUDA_VISIBLE_DEVICES: [0,1,2,3]
LOCAL_RANK: 3 - CUDA_VISIBLE_DEVICES: [0,1,2,3]
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0,1,2,3]
obs_filter="tissue_general == 'heart' and is_primary_data == True"
devices='4'
batch_size='512'
max_epochs='1'
training data shape=(1559973, 60664)
{'strategy': 'ddp_find_unused_parameters_true', 'profiler': 'simple', 'callbacks': [<lightning.pytorch.callbacks.device_stats_monitor.DeviceStatsMonitor object at 0x7f084449b2e0>]}
Training:   0%|          | 0/1 [00:00<?, ?it/s]Epoch 1/1:   0%|          | 0/1 [00:00<?, ?it/s]Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Retrieved batch: shape=(1559973, 60664), cum_stats: n_soma_batches=1, n_obs=1559973, nnz=2309748061, elapsed=0:02:30
Retrieved batch: shape=(1559973, 60664), cum_stats: n_soma_batches=1, n_obs=1559973, nnz=2309748061, elapsed=0:02:30
Retrieved batch: shape=(1559973, 60664), cum_stats: n_soma_batches=1, n_obs=1559973, nnz=2309748061, elapsed=0:02:31
Retrieved batch: shape=(1559973, 60664), cum_stats: n_soma_batches=1, n_obs=1559973, nnz=2309748061, elapsed=0:02:33
/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/lightning/pytorch/utilities/data.py:76: UserWarning: Trying to infer the `batch_size` from an ambiguous collection. The batch size we found is 1. To avoid any miscalculations, use `self.log(..., batch_size=batch_size)`.
  warning_cache.warn(
Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Retrieving next TileDB-SOMA batch...
Epoch 1/1: 100%|██████████| 1/1 [17:35<00:00, 1055.58s/it]/home/ubuntu/c2bb6f62173fea060764256030b59aeb/venv/lib/python3.9/site-packages/lightning/pytorch/trainer/connectors/logger_connector/result.py:432: PossibleUserWarning: It is recommended to use `self.log('train_loss', ..., sync_dist=True)` when logging on epoch level in distributed setting to accumulate the metric across devices.
  warning_cache.warn(
Epoch 1/1: 100%|██████████| 1/1 [17:35<00:00, 1055.58s/it, v_num=1, train_loss_step=3.37e+3, train_loss_epoch=9.07e+3]`Trainer.fit` stopped: `max_epochs=1` reached.
Epoch 1/1: 100%|██████████| 1/1 [17:35<00:00, 1055.61s/it, v_num=1, train_loss_step=3.37e+3, train_loss_epoch=9.07e+3]FIT Profiler Report

------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Action                                                   	|  Mean duration (s)	|  Num calls      	|  Total time (s) 	|  Percentage %   	|
------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Total                                                    	|  -              	|  91446          	|  1062.9         	|  100 %          	|
------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  run_training_epoch                                       	|  1055.6         	|  1              	|  1055.6         	|  99.309         	|
|  [_TrainingEpochLoop].train_dataloader_next               	|  0.20784        	|  3048           	|  633.5          	|  59.6           	|
|  run_training_batch                                       	|  0.11572        	|  3047           	|  352.59         	|  33.171         	|
|  [LightningModule]TrainingPlan.optimizer_step             	|  0.11559        	|  3047           	|  352.22         	|  33.136         	|
|  [Strategy]DDPStrategy.backward                           	|  0.10304        	|  3047           	|  313.97         	|  29.538         	|
|  [Strategy]DDPStrategy.training_step                      	|  0.011346       	|  3047           	|  34.572         	|  3.2525         	|
|  [Strategy]DDPStrategy.batch_to_device                    	|  0.011054       	|  3047           	|  33.681         	|  3.1687         	|
|  [LightningModule]TrainingPlan.transfer_batch_to_device   	|  0.010924       	|  3047           	|  33.286         	|  3.1315         	|
|  [Callback]DeviceStatsMonitor.on_train_batch_end          	|  0.0053888      	|  3047           	|  16.42          	|  1.5448         	|
|  [Callback]DeviceStatsMonitor.on_train_batch_start        	|  0.0021759      	|  3047           	|  6.63           	|  0.62375        	|
|  [LightningModule]TrainingPlan.optimizer_zero_grad        	|  8.4765e-05     	|  3047           	|  0.25828        	|  0.024299       	|
|  [LightningModule]TrainingPlan.configure_gradient_clipping	|  2.2935e-05     	|  3047           	|  0.069884       	|  0.0065746      	|
|  [Callback]ProgressBar.on_train_epoch_end                 	|  0.025689       	|  1              	|  0.025689       	|  0.0024168      	|
|  [Callback]DeviceStatsMonitor.on_after_backward           	|  4.2395e-06     	|  3047           	|  0.012918       	|  0.0012153      	|
|  [LightningModule]TrainingPlan.on_before_batch_transfer   	|  3.5081e-06     	|  3047           	|  0.010689       	|  0.0010056      	|
|  [Callback]DeviceStatsMonitor.on_before_zero_grad         	|  2.8602e-06     	|  3047           	|  0.008715       	|  0.0008199      	|
|  [Callback]ProgressBar.on_train_batch_start               	|  2.2133e-06     	|  3047           	|  0.0067439      	|  0.00063446     	|
|  [Callback]ProgressBar.on_train_batch_end                 	|  1.9972e-06     	|  3047           	|  0.0060854      	|  0.00057251     	|
|  [Callback]DeviceStatsMonitor.on_before_backward          	|  1.9894e-06     	|  3047           	|  0.0060616      	|  0.00057027     	|
|  [Callback]DeviceStatsMonitor.on_before_optimizer_step    	|  1.9866e-06     	|  3047           	|  0.0060533      	|  0.00056949     	|
|  [LightningModule]TrainingPlan.on_after_batch_transfer    	|  1.8616e-06     	|  3047           	|  0.0056724      	|  0.00053366     	|
|  [Callback]ProgressBar.on_before_zero_grad                	|  1.557e-06      	|  3047           	|  0.0047443      	|  0.00044634     	|
|  [Callback]ProgressBar.on_after_backward                  	|  1.4497e-06     	|  3047           	|  0.0044172      	|  0.00041557     	|
|  [LightningModule]TrainingPlan.on_train_batch_start       	|  1.4403e-06     	|  3047           	|  0.0043886      	|  0.00041288     	|
|  [Callback]ProgressBar.on_before_optimizer_step           	|  1.3623e-06     	|  3047           	|  0.0041508      	|  0.00039051     	|
|  [LightningModule]TrainingPlan.on_after_backward          	|  1.2981e-06     	|  3047           	|  0.0039552      	|  0.0003721      	|
|  [LightningModule]TrainingPlan.on_train_batch_end         	|  1.234e-06      	|  3047           	|  0.00376        	|  0.00035374     	|
|  [LightningModule]TrainingPlan.on_before_zero_grad        	|  1.218e-06      	|  3047           	|  0.0037111      	|  0.00034914     	|
|  [Callback]ProgressBar.on_before_backward                 	|  1.1859e-06     	|  3047           	|  0.0036136      	|  0.00033996     	|
|  [LightningModule]TrainingPlan.on_before_optimizer_step   	|  1.1197e-06     	|  3047           	|  0.0034117      	|  0.00032097     	|
|  [Strategy]DDPStrategy.on_train_batch_start               	|  1.1053e-06     	|  3047           	|  0.0033679      	|  0.00031685     	|
|  [LightningModule]TrainingPlan.on_before_backward         	|  1.0562e-06     	|  3047           	|  0.0032181      	|  0.00030276     	|
|  [Callback]ProgressBar.on_train_start                     	|  0.00073566     	|  1              	|  0.00073566     	|  6.921e-05      	|
|  [LightningDataModule]CensusDataModule.train_dataloader   	|  0.00039287     	|  1              	|  0.00039287     	|  3.6961e-05     	|
|  [LightningModule]TrainingPlan.configure_optimizers       	|  0.00017793     	|  1              	|  0.00017793     	|  1.674e-05      	|
|  [Callback]ProgressBar.on_train_end                       	|  0.00010319     	|  1              	|  0.00010319     	|  9.7082e-06     	|
|  [Callback]ProgressBar.on_train_epoch_start               	|  5.5571e-05     	|  1              	|  5.5571e-05     	|  5.2281e-06     	|
|  [Callback]DeviceStatsMonitor.setup                       	|  1.6701e-05     	|  1              	|  1.6701e-05     	|  1.5712e-06     	|
|  [Callback]ProgressBar.setup                              	|  1.359e-05      	|  1              	|  1.359e-05      	|  1.2785e-06     	|
|  [LightningModule]TrainingPlan.on_fit_end                 	|  8.36e-06       	|  1              	|  8.36e-06       	|  7.865e-07      	|
|  [LightningModule]TrainingPlan.configure_callbacks        	|  8.28e-06       	|  1              	|  8.28e-06       	|  7.7898e-07     	|
|  [LightningDataModule]CensusDataModule.setup              	|  4.491e-06      	|  1              	|  4.491e-06      	|  4.2251e-07     	|
|  [Callback]DeviceStatsMonitor.on_fit_end                  	|  3.97e-06       	|  1              	|  3.97e-06       	|  3.735e-07      	|
|  [Callback]DeviceStatsMonitor.on_train_start              	|  3.51e-06       	|  1              	|  3.51e-06       	|  3.3022e-07     	|
|  [Callback]DeviceStatsMonitor.on_fit_start                	|  3.28e-06       	|  1              	|  3.28e-06       	|  3.0858e-07     	|
|  [Callback]DeviceStatsMonitor.on_train_end                	|  3.28e-06       	|  1              	|  3.28e-06       	|  3.0858e-07     	|
|  [LightningDataModule]CensusDataModule.prepare_data       	|  3.15e-06       	|  1              	|  3.15e-06       	|  2.9635e-07     	|
|  [Callback]DeviceStatsMonitor.teardown                    	|  2.74e-06       	|  1              	|  2.74e-06       	|  2.5778e-07     	|
|  [LightningModule]TrainingPlan.on_train_start             	|  2.62e-06       	|  1              	|  2.62e-06       	|  2.4649e-07     	|
